
Discriminative Training of RAT-SPNs on fashion-mnist

python train_rat_spn.py --store_best_valid_loss --store_best_valid_acc --num_epochs 150 --timeout_seconds 42899.999953746796 --split_depth 1 --data_path data/fashion-mnist/ --data_set fashion_mnist --result_path results/fashion-mnist/ --num_input_distributions 5 --num_recursive_splits 18 --num_sums 20 --dropout_rate_input 0.5 --dropout_rate_sums 0.5 --result_path quick_results/ratspn/mnist/split_depth_1__num_input_distributions_5__num_recursive_splits_18__num_sums_20__dropout_rate_input_0.5__dropout_rate_sums_0.5
2021-11-29 14:28:41.421187: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcudart.so.11.0'; dlerror: libcudart.so.11.0: cannot open shared object file: No such file or directory
2021-11-29 14:28:41.421263: I tensorflow/stream_executor/cuda/cudart_stub.cc:29] Ignore above cudart dlerror if you do not have a GPU set up on your machine.
WARNING:tensorflow:From /home/spawar/anaconda3/lib/python3.8/site-packages/tensorflow/python/compat/v2_compat.py:101: disable_resource_variables (from tensorflow.python.ops.variable_scope) is deprecated and will be removed in a future version.
Instructions for updating:
non-resource variables are not supported in the long term
WARNING:tensorflow:From /home/spawar/Desktop/RAT_SPN/models/RatSpn.py:220: calling TruncatedNormal.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
2021-11-29 14:28:49.255181: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcuda.so.1'; dlerror: libcuda.so.1: cannot open shared object file: No such file or directory
2021-11-29 14:28:49.255254: W tensorflow/stream_executor/cuda/cuda_driver.cc:269] failed call to cuInit: UNKNOWN ERROR (303)
2021-11-29 14:28:49.255290: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:156] kernel driver does not appear to be running on this host (makalu.cs.uga.edu): /proc/driver/nvidia/version does not exist
2021-11-29 14:28:49.255947: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
GPU_fraction: 1.0
batch_size: 100
data_path: data/fashion-mnist/
data_set: fashion_mnist
discrete_leaves: False
dropout_rate_input: 0.5
dropout_rate_sums: 0.5
gauss_isotropic: True
gauss_max_var: 1.0
gauss_min_var: 1.0
kappa_discriminative: 1.0
lambda_discriminative: 1.0
learning_rate_decay: 0.97
low_variance_threshold: 0.001
model_description_file: None
model_init_file: None
no_save: False
normalization: zmuv
normalized_sums: True
num_epochs: 150
num_input_distributions: 5
num_recursive_splits: 18
num_states: 2
num_sums: 20
optimizer: adam
provided_learning_rate: 0.001
result_path: quick_results/ratspn/mnist/split_depth_1__num_input_distributions_5__num_recursive_splits_18__num_sums_20__dropout_rate_input_0.5__dropout_rate_sums_0.5
split_depth: 1
store_best_valid_acc: True
store_best_valid_loss: True
store_model_every_epochs: 5
store_model_max: 1
timeout_safety_seconds: 0.0
timeout_seconds: 42899.999953746796
zmuv_min_sigma: 0.001

Layer: Gaussian
   Num Tensors: 36
   Num Nodes:   180
Layer: product
   Num Tensors: 18
   Num Nodes:   450
Layer: sum
   Num Tensors: 1
   Num Nodes:   10

num params: 5401
start training
epoch: 0[1, 0.00100]   CE: 2.30180   nll: 0.62943   negmargin: 0.00393   loss: 2.30180   time: 1.85481
epoch: 0[291, 0.00100]   CE: 2.20112   nll: 0.61804   negmargin: 0.03495   loss: 2.20112   time: 3.35197
epoch: 0[301, 0.00100]   CE: 2.19057   nll: 0.58469   negmargin: 0.02490   loss: 2.19057   time: 3.40310
epoch: 0[311, 0.00100]   CE: 2.17629   nll: 0.61780   negmargin: 0.01496   loss: 2.17629   time: 3.45251
epoch: 0[321, 0.00100]   CE: 2.18418   nll: 0.55508   negmargin: 0.01620   loss: 2.18418   time: 3.50163
epoch: 0[331, 0.00100]   CE: 2.17190   nll: 0.59044   negmargin: 0.02568   loss: 2.17190   time: 3.55355
epoch: 0[341, 0.00100]   CE: 2.19150   nll: 0.55107   negmargin: 0.03160   loss: 2.19150   time: 3.60312
epoch: 0[351, 0.00100]   CE: 2.16689   nll: 0.57614   negmargin: 0.03479   loss: 2.16689   time: 3.65358
epoch: 0[361, 0.00100]   CE: 2.18192   nll: 0.56430   negmargin: 0.03603   loss: 2.18192   time: 3.70461
epoch: 0[371, 0.00100]   CE: 2.16711   nll: 0.55812   negmargin: 0.03440   loss: 2.16711   time: 3.75460
epoch: 0[381, 0.00100]   CE: 2.15344   nll: 0.59086   negmargin: 0.02620   loss: 2.15344   time: 3.80489
epoch: 0[391, 0.00100]   CE: 2.16596   nll: 0.52507   negmargin: 0.04220   loss: 2.16596   time: 3.85418
epoch: 0[401, 0.00100]   CE: 2.12788   nll: 0.59091   negmargin: 0.03941   loss: 2.12788   time: 3.90354
epoch: 0[411, 0.00100]   CE: 2.13940   nll: 0.57300   negmargin: 0.04179   loss: 2.13940   time: 3.95287
epoch: 0[421, 0.00100]   CE: 2.14141   nll: 0.57324   negmargin: 0.05492   loss: 2.14141   time: 4.00370
epoch: 0[431, 0.00100]   CE: 2.14472   nll: 0.58306   negmargin: 0.04824   loss: 2.14472   time: 4.05312
epoch: 0[441, 0.00100]   CE: 2.09369   nll: 0.59770   negmargin: 0.03248   loss: 2.09369   time: 4.10166
epoch: 0[451, 0.00100]   CE: 2.13661   nll: 0.54858   negmargin: 0.04544   loss: 2.13661   time: 4.15199
epoch: 0[461, 0.00100]   CE: 2.12354   nll: 0.60837   negmargin: 0.05956   loss: 2.12354   time: 4.20030
epoch: 0[471, 0.00100]   CE: 2.08869   nll: 0.57408   negmargin: 0.02921   loss: 2.08869   time: 4.24935

epoch 0
   ###
   ### accuracy on train set = 39.62916666666667   CE = 1.964990304629008   LL: -11.386177500406902   negmargin: -0.050640632629394534
   ###
   ### accuracy on test set = 39.78   CE = 1.9659728836059571   LL: -11.384573315429687   negmargin: -0.04957820463180542
   ###
   ### accuracy on valid set = 39.90833333333333   CE = 1.9610947252909343   LL: -11.412957875569662   margin: -0.049944847504297896
   ###

Better validation accuracy -> save model

Better validation loss -> save model

epoch: 1[1, 0.00100]   CE: 2.11152   nll: 0.56842   negmargin: 0.05336   loss: 2.11152   time: 0.01129
epoch: 1[11, 0.00100]   CE: 2.07737   nll: 0.56640   negmargin: 0.05435   loss: 2.07737   time: 0.06532
epoch: 1[21, 0.00100]   CE: 2.10169   nll: 0.58644   negmargin: 0.07842   loss: 2.10169   time: 0.12030
epoch: 1[31, 0.00100]   CE: 2.07661   nll: 0.56371   negmargin: 0.05975   loss: 2.07661   time: 0.17390
epoch: 1[41, 0.00100]   CE: 2.09535   nll: 0.57266   negmargin: 0.05510   loss: 2.09535   time: 0.22310
epoch: 1[51, 0.00100]   CE: 2.05213   nll: 0.57404   negmargin: 0.05525   loss: 2.05213   time: 0.27276
epoch: 1[61, 0.00100]   CE: 2.07770   nll: 0.53479   negmargin: 0.05243   loss: 2.07770   time: 0.32356
epoch: 1[71, 0.00100]   CE: 2.07717   nll: 0.58408   negmargin: 0.05978   loss: 2.07717   time: 0.37440
epoch: 1[81, 0.00100]   CE: 2.04503   nll: 0.56483   negmargin: 0.04208   loss: 2.04503   time: 0.42364
epoch: 1[91, 0.00100]   CE: 2.05845   nll: 0.58308   negmargin: 0.06377   loss: 2.05845   time: 0.47364
epoch: 1[101, 0.00100]   CE: 2.05813   nll: 0.54252   negmargin: 0.02897   loss: 2.05813   time: 0.52299
epoch: 1[111, 0.00100]   CE: 2.04035   nll: 0.56680   negmargin: 0.05851   loss: 2.04035   time: 0.57372
epoch: 1[121, 0.00100]   CE: 2.05212   nll: 0.55948   negmargin: 0.05127   loss: 2.05212   time: 0.62367
epoch: 1[131, 0.00100]   CE: 2.00786   nll: 0.58805   negmargin: 0.07586   loss: 2.00786   time: 0.67320
epoch: 1[141, 0.00100]   CE: 2.01359   nll: 0.54949   negmargin: 0.05125   loss: 2.01359   time: 0.72358WARNING:tensorflow:From /home/spawar/anaconda3/lib/python3.8/site-packages/tensorflow/python/training/saver.py:969: remove_checkpoint (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to delete files with this prefix.

epoch: 1[151, 0.00100]   CE: 2.06125   nll: 0.57835   negmargin: 0.06929   loss: 2.06125   time: 0.77364
epoch: 1[161, 0.00100]   CE: 2.03034   nll: 0.55741   negmargin: 0.08809   loss: 2.03034   time: 0.82368
epoch: 1[171, 0.00100]   CE: 2.04196   nll: 0.58204   negmargin: 0.06981   loss: 2.04196   time: 0.87483
epoch: 1[181, 0.00100]   CE: 2.03405   nll: 0.56431   negmargin: 0.10989   loss: 2.03405   time: 0.92607
epoch: 1[191, 0.00100]   CE: 2.01370   nll: 0.57150   negmargin: 0.07747   loss: 2.01370   time: 0.97502
epoch: 1[201, 0.00100]   CE: 2.01566   nll: 0.60646   negmargin: 0.10432   loss: 2.01566   time: 1.02485
epoch: 1[211, 0.00100]   CE: 1.97949   nll: 0.56275   negmargin: 0.07090   loss: 1.97949   time: 1.07621
epoch: 1[221, 0.00100]   CE: 1.95235   nll: 0.57757   negmargin: 0.05539   loss: 1.95235   time: 1.12717
epoch: 1[231, 0.00100]   CE: 1.98758   nll: 0.56177   negmargin: 0.06888   loss: 1.98758   time: 1.17872
epoch: 1[241, 0.00100]   CE: 1.93886   nll: 0.58850   negmargin: 0.06796   loss: 1.93886   time: 1.22941
epoch: 1[251, 0.00100]   CE: 1.96758   nll: 0.57054   negmargin: 0.06785   loss: 1.96758   time: 1.28173
epoch: 1[261, 0.00100]   CE: 1.95291   nll: 0.54204   negmargin: 0.05532   loss: 1.95291   time: 1.33183
epoch: 1[271, 0.00100]   CE: 2.03388   nll: 0.54048   negmargin: 0.11769   loss: 2.03388   time: 1.39250
epoch: 1[281, 0.00100]   CE: 1.92155   nll: 0.59009   negmargin: 0.04346   loss: 1.92155   time: 1.44479
epoch: 1[291, 0.00100]   CE: 1.94262   nll: 0.61027   negmargin: 0.08448   loss: 1.94262   time: 1.49954
epoch: 1[301, 0.00100]   CE: 1.96670   nll: 0.58237   negmargin: 0.10579   loss: 1.96670   time: 1.55027
epoch: 1[311, 0.00100]   CE: 1.98197   nll: 0.58645   negmargin: 0.09975   loss: 1.98197   time: 1.60031
epoch: 1[321, 0.00100]   CE: 1.95005   nll: 0.56919   negmargin: 0.09481   loss: 1.95005   time: 1.65106
epoch: 1[331, 0.00100]   CE: 1.95540   nll: 0.57154   negmargin: 0.10151   loss: 1.95540   time: 1.70324
epoch: 1[341, 0.00100]   CE: 1.95553   nll: 0.57518   negmargin: 0.10062   loss: 1.95553   time: 1.75283
epoch: 1[351, 0.00100]   CE: 1.92880   nll: 0.56757   negmargin: 0.07579   loss: 1.92880   time: 1.80418
epoch: 1[361, 0.00100]   CE: 1.97681   nll: 0.59810   negmargin: 0.13204   loss: 1.97681   time: 1.85393
epoch: 1[371, 0.00100]   CE: 1.87038   nll: 0.57732   negmargin: 0.03253   loss: 1.87038   time: 1.90215
epoch: 1[381, 0.00100]   CE: 1.94397   nll: 0.60485   negmargin: 0.10410   loss: 1.94397   time: 1.95166
epoch: 1[391, 0.00100]   CE: 1.88528   nll: 0.58763   negmargin: 0.05302   loss: 1.88528   time: 2.00034
epoch: 1[401, 0.00100]   CE: 1.88937   nll: 0.56693   negmargin: 0.03375   loss: 1.88937   time: 2.05124
epoch: 1[411, 0.00100]   CE: 1.93719   nll: 0.58292   negmargin: 0.12355   loss: 1.93719   time: 2.10517
epoch: 1[421, 0.00100]   CE: 1.89564   nll: 0.61065   negmargin: 0.10846   loss: 1.89564   time: 2.15466
epoch: 1[431, 0.00100]   CE: 1.89888   nll: 0.62573   negmargin: 0.09337   loss: 1.89888   time: 2.20642
epoch: 1[441, 0.00100]   CE: 1.92466   nll: 0.59520   negmargin: 0.06652   loss: 1.92466   time: 2.25581
epoch: 1[451, 0.00100]   CE: 1.95220   nll: 0.57909   negmargin: 0.14971   loss: 1.95220   time: 2.30702
epoch: 1[461, 0.00100]   CE: 1.92455   nll: 0.59658   negmargin: 0.12083   loss: 1.92455   time: 2.35693
epoch: 1[471, 0.00100]   CE: 1.88859   nll: 0.58741   negmargin: 0.08238   loss: 1.88859   time: 2.40616

epoch 1
   ###
   ### accuracy on train set = 42.76875   CE = 1.6972556314468383   LL: -11.749997472127278   negmargin: -0.08857067122062047
   ###
   ### accuracy on test set = 42.42   CE = 1.6989113418579103   LL: -11.751479064941407   negmargin: -0.0861527039527893
   ###
   ### accuracy on valid set = 42.90833333333333   CE = 1.6934657440185548   LL: -11.761100718180339   margin: -0.0875737722714742
   ###

Better validation accuracy -> save model

Better validation loss -> save model

epoch: 2[1, 0.00100]   CE: 1.91771   nll: 0.59709   negmargin: 0.10131   loss: 1.91771   time: 0.01080
epoch: 2[11, 0.00100]   CE: 1.86744   nll: 0.59980   negmargin: 0.08005   loss: 1.86744   time: 0.06068
epoch: 2[21, 0.00100]   CE: 1.91036   nll: 0.64345   negmargin: 0.11098   loss: 1.91036   time: 0.11061
epoch: 2[31, 0.00100]   CE: 1.84452   nll: 0.58608   negmargin: 0.06718   loss: 1.84452   time: 0.15937
epoch: 2[41, 0.00100]   CE: 1.86277   nll: 0.60881   negmargin: 0.10097   loss: 1.86277   time: 0.21085
epoch: 2[51, 0.00100]   CE: 1.92538   nll: 0.60057   negmargin: 0.13542   loss: 1.92538   time: 0.26081
epoch: 2[61, 0.00100]   CE: 1.95069   nll: 0.57602   negmargin: 0.15182   loss: 1.95069   time: 0.31119
epoch: 2[71, 0.00100]   CE: 1.82531   nll: 0.56999   negmargin: 0.04309   loss: 1.82531   time: 0.36099
epoch: 2[81, 0.00100]   CE: 1.88703   nll: 0.59806   negmargin: 0.10933   loss: 1.88703   time: 0.41174
epoch: 2[91, 0.00100]   CE: 1.80917   nll: 0.60092   negmargin: 0.05980   loss: 1.80917   time: 0.46133
epoch: 2[101, 0.00100]   CE: 1.83949   nll: 0.59071   negmargin: 0.10419   loss: 1.83949   time: 0.51057
epoch: 2[111, 0.00100]   CE: 1.83511   nll: 0.60149   negmargin: 0.07450   loss: 1.83511   time: 0.55996
epoch: 2[121, 0.00100]   CE: 1.88066   nll: 0.60636   negmargin: 0.14768   loss: 1.88066   time: 0.60954
epoch: 2[131, 0.00100]   CE: 1.81952   nll: 0.61189   negmargin: 0.06417   loss: 1.81952   time: 0.66176
epoch: 2[141, 0.00100]   CE: 1.86595   nll: 0.60831   negmargin: 0.12809   loss: 1.86595   time: 0.71364
epoch: 2[151, 0.00100]   CE: 1.83280   nll: 0.58322   negmargin: 0.07270   loss: 1.83280   time: 0.76373
epoch: 2[161, 0.00100]   CE: 1.81444   nll: 0.65066   negmargin: 0.11300   loss: 1.81444   time: 0.81507
epoch: 2[171, 0.00100]   CE: 1.82922   nll: 0.60331   negmargin: 0.12099   loss: 1.82922   time: 0.86505
epoch: 2[181, 0.00100]   CE: 1.93103   nll: 0.60246   negmargin: 0.16877   loss: 1.93103   time: 0.91609
epoch: 2[191, 0.00100]   CE: 1.87520   nll: 0.59324   negmargin: 0.16776   loss: 1.87520   time: 0.96572
epoch: 2[201, 0.00100]   CE: 1.85065   nll: 0.63628   negmargin: 0.13179   loss: 1.85065   time: 1.01835
epoch: 2[211, 0.00100]   CE: 1.85238   nll: 0.60138   negmargin: 0.11783   loss: 1.85238   time: 1.06911
epoch: 2[221, 0.00100]   CE: 1.90266   nll: 0.63301   negmargin: 0.16115   loss: 1.90266   time: 1.11955
epoch: 2[231, 0.00100]   CE: 1.88978   nll: 0.55492   negmargin: 0.15361   loss: 1.88978   time: 1.16999
epoch: 2[241, 0.00100]   CE: 1.91908   nll: 0.62435   negmargin: 0.21994   loss: 1.91908   time: 1.22073
epoch: 2[251, 0.00100]   CE: 1.83177   nll: 0.61704   negmargin: 0.13461   loss: 1.83177   time: 1.26985
epoch: 2[261, 0.00100]   CE: 1.93804   nll: 0.60157   negmargin: 0.20881   loss: 1.93804   time: 1.32188
epoch: 2[271, 0.00100]   CE: 1.83661   nll: 0.66233   negmargin: 0.12189   loss: 1.83661   time: 1.37400
epoch: 2[281, 0.00100]   CE: 1.81312   nll: 0.60185   negmargin: 0.12607   loss: 1.81312   time: 1.42334
epoch: 2[291, 0.00100]   CE: 1.77617   nll: 0.62349   negmargin: 0.06745   loss: 1.77617   time: 1.47303
epoch: 2[301, 0.00100]   CE: 1.75357   nll: 0.64198   negmargin: 0.10886   loss: 1.75357   time: 1.52256
epoch: 2[311, 0.00100]   CE: 1.83707   nll: 0.57149   negmargin: 0.11849   loss: 1.83707   time: 1.57325
epoch: 2[321, 0.00100]   CE: 1.86325   nll: 0.59736   negmargin: 0.14243   loss: 1.86325   time: 1.62174
epoch: 2[331, 0.00100]   CE: 1.79545   nll: 0.61981   negmargin: 0.11632   loss: 1.79545   time: 1.67253
epoch: 2[341, 0.00100]   CE: 1.79246   nll: 0.61149   negmargin: 0.08125   loss: 1.79246   time: 1.72274
epoch: 2[351, 0.00100]   CE: 1.81327   nll: 0.61000   negmargin: 0.11763   loss: 1.81327   time: 1.77082
epoch: 2[361, 0.00100]   CE: 1.80169   nll: 0.59761   negmargin: 0.11658   loss: 1.80169   time: 1.82007
epoch: 2[371, 0.00100]   CE: 1.83264   nll: 0.62758   negmargin: 0.14126   loss: 1.83264   time: 1.86974
epoch: 2[381, 0.00100]   CE: 1.77261   nll: 0.66550   negmargin: 0.11785   loss: 1.77261   time: 1.92147
epoch: 2[391, 0.00100]   CE: 1.83370   nll: 0.67501   negmargin: 0.20643   loss: 1.83370   time: 1.97560
epoch: 2[401, 0.00100]   CE: 1.71731   nll: 0.65173   negmargin: 0.07344   loss: 1.71731   time: 2.02510
epoch: 2[411, 0.00100]   CE: 1.78138   nll: 0.61465   negmargin: 0.09765   loss: 1.78138   time: 2.07650
epoch: 2[421, 0.00100]   CE: 1.87090   nll: 0.58771   negmargin: 0.19990   loss: 1.87090   time: 2.12721
epoch: 2[431, 0.00100]   CE: 1.86723   nll: 0.59966   negmargin: 0.18791   loss: 1.86723   time: 2.17638
epoch: 2[441, 0.00100]   CE: 1.77956   nll: 0.60281   negmargin: 0.08457   loss: 1.77956   time: 2.22697
epoch: 2[451, 0.00100]   CE: 1.71840   nll: 0.64951   negmargin: 0.07008   loss: 1.71840   time: 2.27884
epoch: 2[461, 0.00100]   CE: 1.85870   nll: 0.62964   negmargin: 0.16610   loss: 1.85870   time: 2.32906
epoch: 2[471, 0.00100]   CE: 1.77813   nll: 0.66875   negmargin: 0.15160   loss: 1.77813   time: 2.37827

epoch 2
   ###
   ### accuracy on train set = 45.19583333333333   CE = 1.5367159643173218   LL: -12.383069585164389   negmargin: -0.09847569445768992
   ###
   ### accuracy on test set = 44.77   CE = 1.539479132080078   LL: -12.385564172363281   negmargin: -0.09810595102310181
   ###
   ### accuracy on valid set = 45.458333333333336   CE = 1.5354774983723958   LL: -12.38688422648112   margin: -0.10025629250208537
   ###

Better validation accuracy -> save model

Better validation loss -> save model

epoch: 3[1, 0.00100]   CE: 1.83303   nll: 0.65777   negmargin: 0.19202   loss: 1.83303   time: 0.01027
epoch: 3[11, 0.00100]   CE: 1.79656   nll: 0.63382   negmargin: 0.16070   loss: 1.79656   time: 0.06014
epoch: 3[21, 0.00100]   CE: 1.77915   nll: 0.61529   negmargin: 0.11403   loss: 1.77915   time: 0.10955
epoch: 3[31, 0.00100]   CE: 1.83363   nll: 0.64295   negmargin: 0.20484   loss: 1.83363   time: 0.15973
epoch: 3[41, 0.00100]   CE: 1.70131   nll: 0.61245   negmargin: 0.05748   loss: 1.70131   time: 0.20906
epoch: 3[51, 0.00100]   CE: 1.73552   nll: 0.63519   negmargin: 0.11471   loss: 1.73552   time: 0.25980
epoch: 3[61, 0.00100]   CE: 1.77271   nll: 0.64534   negmargin: 0.14037   loss: 1.77271   time: 0.31018
epoch: 3[71, 0.00100]   CE: 1.83017   nll: 0.62086   negmargin: 0.16844   loss: 1.83017   time: 0.35997
epoch: 3[81, 0.00100]   CE: 1.76923   nll: 0.64056   negmargin: 0.13030   loss: 1.76923   time: 0.41047
epoch: 3[91, 0.00100]   CE: 1.72294   nll: 0.64203   negmargin: 0.10480   loss: 1.72294   time: 0.46038
epoch: 3[101, 0.00100]   CE: 1.86811   nll: 0.62568   negmargin: 0.25457   loss: 1.86811   time: 0.51023
epoch: 3[111, 0.00100]   CE: 1.67481   nll: 0.63396   negmargin: 0.09619   loss: 1.67481   time: 0.56070
epoch: 3[121, 0.00100]   CE: 1.79796   nll: 0.65598   negmargin: 0.19475   loss: 1.79796   time: 0.61426
